"Survey","Quarter","Country","Ship","Gear","SweepLngt","GearExp","DoorType","StNo","HaulNo","Year","SpecCodeType","SpecCode","SpecVal","Sex","TotalNo","CatIdentifier","NoMeas","SubFactor","SubWgt","CatCatchWgt","LngtCode","LngtClass","HLNoAtLngt","Valid_Aphia","scientificname"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"93",5,1997,"T",160901,1,"F",5,1,NA,1,NA,7180,".",4400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"93",5,1997,"T",160901,1,"F",5,1,NA,1,NA,7180,".",6700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"93",5,1997,"T",160901,1,"F",5,1,NA,1,NA,7180,".",6900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"93",5,1997,"T",160901,1,"F",5,1,NA,1,NA,7180,".",7600,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"97",7,1997,"T",160901,1,"M",4,1,NA,1,NA,2145,".",2100,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"97",7,1997,"T",160901,1,"M",4,1,NA,1,NA,2145,".",2600,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"97",7,1997,"T",160901,1,"M",4,1,NA,1,NA,2145,".",6900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"97",7,1997,"T",160901,1,"F",2,1,NA,1,NA,200,".",2300,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"97",7,1997,"T",160901,1,"F",2,1,NA,1,NA,200,".",2800,1,105883,"Raja clavata"
"BTS",3,"NED","ISI","BT8",NA,NA,NA,"33F168",68,1997,"W",105883,1,"U",18,1,NA,1,NA,NA,"1",25,2,105883,"Raja clavata"
"BTS",3,"NED","ISI","BT8",NA,NA,NA,"33F168",68,1997,"W",105883,1,"U",18,1,NA,1,NA,NA,"1",34,2,105883,"Raja clavata"
"BTS",3,"NED","ISI","BT8",NA,NA,NA,"33F168",68,1997,"W",105883,1,"U",18,1,NA,1,NA,NA,"1",35,2,105883,"Raja clavata"
"BTS",3,"NED","ISI","BT8",NA,NA,NA,"33F168",68,1997,"W",105883,1,"U",18,1,NA,1,NA,NA,"1",39,2,105883,"Raja clavata"
"BTS",3,"NED","ISI","BT8",NA,NA,NA,"33F168",68,1997,"W",105883,1,"U",18,1,NA,1,NA,NA,"1",41,2,105883,"Raja clavata"
"BTS",3,"NED","ISI","BT8",NA,NA,NA,"33F168",68,1997,"W",105883,1,"U",18,1,NA,1,NA,NA,"1",51,4,105883,"Raja clavata"
"BTS",3,"NED","ISI","BT8",NA,NA,NA,"33F168",68,1997,"W",105883,1,"U",18,1,NA,1,NA,NA,"1",52,4,105883,"Raja clavata"
"BTS",3,"NED","ISI","BT8",NA,NA,NA,"32F169",69,1997,"W",105883,1,"U",8,1,NA,1,NA,NA,"1",48,2,105883,"Raja clavata"
"BTS",3,"NED","ISI","BT8",NA,NA,NA,"32F169",69,1997,"W",105883,1,"U",8,1,NA,1,NA,NA,"1",49,2,105883,"Raja clavata"
"BTS",3,"NED","ISI","BT8",NA,NA,NA,"32F169",69,1997,"W",105883,1,"U",8,1,NA,1,NA,NA,"1",56,2,105883,"Raja clavata"
"BTS",3,"NED","ISI","BT8",NA,NA,NA,"32F169",69,1997,"W",105883,1,"U",8,1,NA,1,NA,NA,"1",60,2,105883,"Raja clavata"
"BTS",3,"NED","ISI","BT8",NA,NA,NA,"32F170",70,1997,"W",105883,1,"U",2,1,NA,1,NA,NA,"1",70,2,105883,"Raja clavata"
"BTS",3,"NED","ISI","BT8",NA,NA,NA,"35F282",82,1997,"W",105883,1,"U",2,1,NA,1,NA,NA,"1",27,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"96",9,1997,"T",160901,1,"M",1,1,NA,1,NA,150,".",3100,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"96",9,1997,"T",160901,1,"F",1,1,NA,1,NA,45,".",2000,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"119",13,1997,"T",160901,1,"F",2,1,NA,1,NA,1300,".",4500,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"119",13,1997,"T",160901,1,"F",2,1,NA,1,NA,1300,".",4800,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"75",16,1997,"T",160901,1,NA,1,1,NA,1,NA,30,".",1700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"74",18,1997,"T",160901,1,"M",1,1,NA,1,NA,50,".",2000,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"74",18,1997,"T",160901,1,"F",2,1,NA,1,NA,105,".",1800,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"74",18,1997,"T",160901,1,"F",2,1,NA,1,NA,105,".",2100,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"37",85,1997,"T",160901,1,"M",7,1,NA,1,NA,500,".",1800,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"37",85,1997,"T",160901,1,"M",7,1,NA,1,NA,500,".",2100,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"37",85,1997,"T",160901,1,"M",7,1,NA,1,NA,500,".",2200,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"37",85,1997,"T",160901,1,"M",7,1,NA,1,NA,500,".",2300,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"37",85,1997,"T",160901,1,"M",7,1,NA,1,NA,500,".",2400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"37",85,1997,"T",160901,1,"M",7,1,NA,1,NA,500,".",2500,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"37",85,1997,"T",160901,1,"F",5,1,NA,1,NA,325,".",1900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"37",85,1997,"T",160901,1,"F",5,1,NA,1,NA,325,".",2000,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"37",85,1997,"T",160901,1,"F",5,1,NA,1,NA,325,".",2200,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"37",85,1997,"T",160901,1,"F",5,1,NA,1,NA,325,".",2300,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"72",86,1997,"T",160901,1,"M",1,1,NA,1,NA,100,".",2500,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"35",83,1997,"T",160901,1,"M",2,1,NA,1,NA,175,".",2200,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"35",83,1997,"T",160901,1,"M",2,1,NA,1,NA,175,".",2700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"35",83,1997,"T",160901,1,"F",1,1,NA,1,NA,4160,".",8300,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"54",34,1997,"T",160901,1,"M",1,1,NA,1,NA,670,".",4800,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"54",34,1997,"T",160901,1,"F",1,1,NA,1,NA,755,".",5000,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"52",37,1997,"T",160901,1,"M",1,1,NA,1,NA,625,".",4700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"27",36,1997,"T",160901,1,"F",1,1,NA,1,NA,4520,".",8700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"49",40,1997,"T",160901,1,"M",2,1,NA,1,NA,2830,".",4600,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"49",40,1997,"T",160901,1,"M",2,1,NA,1,NA,2830,".",7200,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"49",40,1997,"T",160901,1,"F",2,1,NA,1,NA,280,".",2500,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"49",40,1997,"T",160901,1,"F",2,1,NA,1,NA,280,".",3300,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"43",44,1997,"T",160901,1,"M",1,1,NA,1,NA,510,".",4700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"43",44,1997,"T",160901,1,"F",1,1,NA,1,NA,310,".",3700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"45",45,1997,"T",160901,1,"M",4,1,NA,1,NA,300,".",1700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"45",45,1997,"T",160901,1,"M",4,1,NA,1,NA,300,".",2000,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"45",45,1997,"T",160901,1,"M",4,1,NA,1,NA,300,".",2500,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"45",45,1997,"T",160901,1,"M",4,1,NA,1,NA,300,".",2900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"45",45,1997,"T",160901,1,"F",6,1,NA,1,NA,470,".",1400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"45",45,1997,"T",160901,1,"F",6,1,NA,1,NA,470,".",1700,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"45",45,1997,"T",160901,1,"F",6,1,NA,1,NA,470,".",1800,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"45",45,1997,"T",160901,1,"F",6,1,NA,1,NA,470,".",3700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"47",47,1997,"T",160901,1,"F",1,1,NA,1,NA,1160,".",5800,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"46",46,1997,"T",160901,1,"M",1,1,NA,1,NA,80,".",2400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"28",51,1997,"T",160901,1,"F",2,1,NA,1,NA,8710,".",7900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"28",51,1997,"T",160901,1,"F",2,1,NA,1,NA,8710,".",8500,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4A",NA,NA,NA,"7",65,1997,"T",160901,1,"F",1,1,NA,1,NA,140,".",2700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"502",4,1997,"T",160901,1,"M",1,1,NA,1,NA,785,".",5000,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"502",4,1997,"T",160901,1,"F",1,1,NA,1,NA,1595,".",6100,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"501",5,1997,"T",160901,1,"M",3,1,NA,1,NA,5565,".",5400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"501",5,1997,"T",160901,1,"M",3,1,NA,1,NA,5565,".",5600,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"501",5,1997,"T",160901,1,"M",3,1,NA,1,NA,5565,".",7700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"501",5,1997,"T",160901,1,"F",2,1,NA,1,NA,985,".",4000,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"501",5,1997,"T",160901,1,"F",2,1,NA,1,NA,985,".",4300,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"321",10,1997,"T",160901,1,"M",3,1,NA,1,NA,725,".",2200,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"321",10,1997,"T",160901,1,"M",3,1,NA,1,NA,725,".",3400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"321",10,1997,"T",160901,1,"M",3,1,NA,1,NA,725,".",4400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"321",10,1997,"T",160901,1,"F",2,1,NA,1,NA,1575,".",4600,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"321",10,1997,"T",160901,1,"F",2,1,NA,1,NA,1575,".",5700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"443",11,1997,"T",160901,1,"F",1,1,NA,1,NA,315,".",3600,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"M",19,1,NA,1,NA,9430,".",3200,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"M",19,1,NA,1,NA,9430,".",3400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"M",19,1,NA,1,NA,9430,".",3500,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"M",19,1,NA,1,NA,9430,".",3600,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"M",19,1,NA,1,NA,9430,".",3700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"M",19,1,NA,1,NA,9430,".",3900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"M",19,1,NA,1,NA,9430,".",4100,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"M",19,1,NA,1,NA,9430,".",4200,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"M",19,1,NA,1,NA,9430,".",4300,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"M",19,1,NA,1,NA,9430,".",4500,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"M",19,1,NA,1,NA,9430,".",4700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"M",19,1,NA,1,NA,9430,".",5200,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"M",19,1,NA,1,NA,9430,".",5400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"M",19,1,NA,1,NA,9430,".",6300,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"F",17,1,NA,1,NA,7850,".",2100,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"F",17,1,NA,1,NA,7850,".",2700,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"F",17,1,NA,1,NA,7850,".",3000,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"F",17,1,NA,1,NA,7850,".",3400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"F",17,1,NA,1,NA,7850,".",3500,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"F",17,1,NA,1,NA,7850,".",3700,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"F",17,1,NA,1,NA,7850,".",3900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"F",17,1,NA,1,NA,7850,".",4200,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"F",17,1,NA,1,NA,7850,".",4500,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"F",17,1,NA,1,NA,7850,".",4900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"F",17,1,NA,1,NA,7850,".",5000,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"F",17,1,NA,1,NA,7850,".",5400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"F",17,1,NA,1,NA,7850,".",5500,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"416",12,1997,"T",160901,1,"F",17,1,NA,1,NA,7850,".",5600,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"316",13,1997,"T",160901,1,"F",1,1,NA,1,NA,80,".",2400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"313",14,1997,"T",160901,1,"M",8,1,NA,1,NA,1935,".",1800,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"313",14,1997,"T",160901,1,"M",8,1,NA,1,NA,1935,".",2100,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"313",14,1997,"T",160901,1,"M",8,1,NA,1,NA,1935,".",2200,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"313",14,1997,"T",160901,1,"M",8,1,NA,1,NA,1935,".",2700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"313",14,1997,"T",160901,1,"M",8,1,NA,1,NA,1935,".",2800,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"313",14,1997,"T",160901,1,"M",8,1,NA,1,NA,1935,".",3000,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"313",14,1997,"T",160901,1,"M",8,1,NA,1,NA,1935,".",5700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"313",14,1997,"T",160901,1,"F",3,1,NA,1,NA,890,".",3300,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"313",14,1997,"T",160901,1,"F",3,1,NA,1,NA,890,".",3400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"313",14,1997,"T",160901,1,"F",3,1,NA,1,NA,890,".",3900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"5",38,1997,"T",160901,1,"M",1,1,NA,1,NA,845,".",4900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"5",38,1997,"T",160901,1,"F",2,1,NA,1,NA,150,".",1100,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"5",38,1997,"T",160901,1,"F",2,1,NA,1,NA,150,".",2700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"6",40,1997,"T",160901,1,"M",3,1,NA,1,NA,1330,".",3300,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"6",40,1997,"T",160901,1,"M",3,1,NA,1,NA,1330,".",3500,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"6",40,1997,"T",160901,1,"M",3,1,NA,1,NA,1330,".",5000,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"6",40,1997,"T",160901,1,"F",1,1,NA,1,NA,1140,".",5200,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"14",49,1997,"T",160901,1,"F",1,1,NA,1,NA,510,".",3700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"28",61,1997,"T",160901,1,"M",1,1,NA,1,NA,167,".",2900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"30",66,1997,"T",160901,1,"M",1,1,NA,1,NA,196,".",3000,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"36",74,1997,"T",160901,1,"F",3,1,NA,1,NA,1635,".",3900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"36",74,1997,"T",160901,1,"F",3,1,NA,1,NA,1635,".",4200,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"36",74,1997,"T",160901,1,"F",3,1,NA,1,NA,1635,".",4800,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"37",75,1997,"T",160901,1,"M",1,1,NA,1,NA,653,".",4500,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"38",76,1997,"T",160901,1,"M",1,1,NA,1,NA,815,".",4900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"38",76,1997,"T",160901,1,"F",1,1,NA,1,NA,3230,".",7600,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"401",103,1997,"T",160901,1,"M",1,1,NA,1,NA,1200,".",5400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"447",104,1997,"T",160901,1,"M",1,1,NA,1,NA,2205,".",6900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"102",116,1997,"T",160901,1,"M",2,1,NA,1,NA,305,".",2700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"102",116,1997,"T",160901,1,"M",2,1,NA,1,NA,305,".",2900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"102",116,1997,"T",160901,1,"F",3,1,NA,1,NA,6160,".",2900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"102",116,1997,"T",160901,1,"F",3,1,NA,1,NA,6160,".",3200,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"102",116,1997,"T",160901,1,"F",3,1,NA,1,NA,6160,".",8700,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"112",131,1997,"T",160901,1,"M",1,1,NA,1,NA,15,".",1300,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"109",132,1997,"T",160901,1,"M",6,1,NA,1,NA,7350,".",1100,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"109",132,1997,"T",160901,1,"M",6,1,NA,1,NA,7350,".",4500,2,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"109",132,1997,"T",160901,1,"M",6,1,NA,1,NA,7350,".",6000,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"109",132,1997,"T",160901,1,"M",6,1,NA,1,NA,7350,".",6800,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"109",132,1997,"T",160901,1,"M",6,1,NA,1,NA,7350,".",7600,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"109",132,1997,"T",160901,1,"F",6,1,NA,1,NA,2225,".",1100,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"109",132,1997,"T",160901,1,"F",6,1,NA,1,NA,2225,".",1400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"109",132,1997,"T",160901,1,"F",6,1,NA,1,NA,2225,".",4000,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"109",132,1997,"T",160901,1,"F",6,1,NA,1,NA,2225,".",4200,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"109",132,1997,"T",160901,1,"F",6,1,NA,1,NA,2225,".",4400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"109",132,1997,"T",160901,1,"F",6,1,NA,1,NA,2225,".",4600,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"120",133,1997,"T",160901,1,"M",3,1,NA,1,NA,4710,".",1300,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"120",133,1997,"T",160901,1,"M",3,1,NA,1,NA,4710,".",6300,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"120",133,1997,"T",160901,1,"M",3,1,NA,1,NA,4710,".",7300,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"120",133,1997,"T",160901,1,"F",2,1,NA,1,NA,1200,".",1400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"120",133,1997,"T",160901,1,"F",2,1,NA,1,NA,1200,".",5400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"138",136,1997,"T",160901,1,"F",1,1,NA,1,NA,2875,".",7100,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"113",138,1997,"T",160901,1,"M",8,1,NA,1,NA,9760,".",2600,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"113",138,1997,"T",160901,1,"M",8,1,NA,1,NA,9760,".",2900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"113",138,1997,"T",160901,1,"M",8,1,NA,1,NA,9760,".",3100,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"113",138,1997,"T",160901,1,"M",8,1,NA,1,NA,9760,".",4400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"113",138,1997,"T",160901,1,"M",8,1,NA,1,NA,9760,".",4900,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"113",138,1997,"T",160901,1,"M",8,1,NA,1,NA,9760,".",5400,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"113",138,1997,"T",160901,1,"M",8,1,NA,1,NA,9760,".",5600,1,105883,"Raja clavata"
"BTS",3,"ENG","COR","BT4AI",NA,NA,NA,"113",138,1997,"T",160901,1,"M",8,1,NA,1,NA,9760,".",5900,1,105883,"Raja clavata"
